date_mesure,geocode_commune,libelle_commune,valeur
2025-01-01T00:00:00.000,32466,Viozan,92
2025-01-01T00:00:00.000,61346,Le Renouard,203
2025-01-01T00:00:00.000,85016,Beaulieu-sous-la-Roche,2421
2025-01-01T00:00:00.000,41156,Mulsans,508
2025-01-01T00:00:00.000,02322,Fontaine-Notre-Dame,378
2025-01-01T00:00:00.000,84108,Saint-Didier,2208
2025-01-01T00:00:00.000,65038,Artigues,13
2025-01-01T00:00:00.000,39072,Bracon,398
2025-01-01T00:00:00.000,71249,Laives,986
2025-01-01T00:00:00.000,47265,Saint-Pastour,379
2025-01-01T00:00:00.000,08430,Stonne,40
2025-01-01T00:00:00.000,37248,Seuilly,368
2025-01-01T00:00:00.000,16406,Moulins-sur-Tardoire,821
2025-01-01T00:00:00.000,37084,Couesmes,543
2025-01-01T00:00:00.000,19015,Ayen,717
2025-01-01T00:00:00.000,02246,Cugny,607
2025-01-01T00:00:00.000,36229,Val-Fouzon,968
2025-01-01T00:00:00.000,54182,Essey-et-Maizerais,339
2025-01-01T00:00:00.000,26286,Roussieux,24
2025-01-01T00:00:00.000,2A358,Zévaco,50
2025-01-01T00:00:00.000,70431,Quenoche,231
2025-01-01T00:00:00.000,82012,Les Barthes,596
2025-01-01T00:00:00.000,07158,Mézilhac,107
2025-01-01T00:00:00.000,89132,Cry,157
2025-01-01T00:00:00.000,95352,Luzarches,5008
2025-01-01T00:00:00.000,90017,Bourogne,1741
2025-01-01T00:00:00.000,80473,Liancourt-Fosse,292
2025-01-01T00:00:00.000,74185,Monnetier-Mornex,2362
2025-01-01T00:00:00.000,01099,Chazey-sur-Ain,1632
2025-01-01T00:00:00.000,73040,Bessans,341
2025-01-01T00:00:00.000,54106,Bures,64
2025-01-01T00:00:00.000,61078,Cerisy-Belle-Étoile,693
2025-01-01T00:00:00.000,62279,Duisans,1399
2025-01-01T00:00:00.000,78084,Boissy-sans-Avoir,616
2025-01-01T00:00:00.000,29254,Saint-Martin-des-Champs,4773
2025-01-01T00:00:00.000,04172,Roumoules,725
2025-01-01T00:00:00.000,24136,Coubjours,109
2025-01-01T00:00:00.000,42051,La Chapelle-Villars,528
2025-01-01T00:00:00.000,28059,Brezolles,1785
2025-01-01T00:00:00.000,12185,Pont-de-Salars,1623
2025-01-01T00:00:00.000,15096,Lascelle,260
2025-01-01T00:00:00.000,81201,Pampelonne,963
2025-01-01T00:00:00.000,2B353,Ville-di-Pietrabugno,3215
2025-01-01T00:00:00.000,54004,Affléville,172
2025-01-01T00:00:00.000,89350,Saint-Loup-d'Ordon,242
2025-01-01T00:00:00.000,74073,Chevenoz,709
2025-01-01T00:00:00.000,08011,Anchamps,216
2025-01-01T00:00:00.000,38009,Anjou,1031
2025-01-01T00:00:00.000,60251,Fouquerolles,305
2025-01-01T00:00:00.000,60283,Gouy-les-Groseillers,15
2025-01-01T00:00:00.000,76436,Le Mesnil-sous-Jumièges,602
2025-01-01T00:00:00.000,81237,Saint-Amancet,170
2025-01-01T00:00:00.000,01044,Billiat,713
2025-01-01T00:00:00.000,95304,Hédouville,278
2025-01-01T00:00:00.000,24489,Saint-Priest-les-Fougères,380
2025-01-01T00:00:00.000,88047,Begnécourt,139
2025-01-01T00:00:00.000,84012,Beaumes-de-Venise,2442
2025-01-01T00:00:00.000,70480,Sauvigney-lès-Pesmes,159
2025-01-01T00:00:00.000,05139,Dévoluy,932
2025-01-01T00:00:00.000,60224,Étavigny,180
2025-01-01T00:00:00.000,86044,Ceaux-en-Loudun,560
2025-01-01T00:00:00.000,59668,Zuydcoote,1630
2025-01-01T00:00:00.000,51139,Chaudefontaine,312
2025-01-01T00:00:00.000,79286,Saint-Paul-en-Gâtine,501
2025-01-01T00:00:00.000,60118,Caisnes,518
2025-01-01T00:00:00.000,37165,Neuil,413
2025-01-01T00:00:00.000,24507,Sainte-Trie,115
2025-01-01T00:00:00.000,97234,Bellefontaine,1746
2025-01-01T00:00:00.000,74067,Chavanod,3135
2025-01-01T00:00:00.000,16315,Saint-Félix,102
2025-01-01T00:00:00.000,41118,Loreux,238
2025-01-01T00:00:00.000,64330,Lées-Athas,229
2025-01-01T00:00:00.000,80601,Nurlu,373
2025-01-01T00:00:00.000,64160,Cambo-les-Bains,6760
2025-01-01T00:00:00.000,33529,La Teste-de-Buch,27566
2025-01-01T00:00:00.000,04149,Peyruis,2798
2025-01-01T00:00:00.000,64026,Anhaux,389
2025-01-01T00:00:00.000,62898,Wisques,222
2025-01-01T00:00:00.000,21401,Meloisey,321
2025-01-01T00:00:00.000,47225,Roquefort,2078
2025-01-01T00:00:00.000,86066,Châtellerault,31003
2025-01-01T00:00:00.000,91619,Torfou,294
2025-01-01T00:00:00.000,2B264,Rusio,65
2025-01-01T00:00:00.000,27309,L'Habit,476
2025-01-01T00:00:00.000,52055,Blécourt,111
2025-01-01T00:00:00.000,39393,Onglières,70
2025-01-01T00:00:00.000,27520,Saint-Benoît-des-Ombres,143
2025-01-01T00:00:00.000,26349,Tersanne,353
2025-01-01T00:00:00.000,88331,Nonzeville,56
2025-01-01T00:00:00.000,97407,Le Port,33969
2025-01-01T00:00:00.000,34291,Saint-Vincent-d'Olargues,355
2025-01-01T00:00:00.000,54542,Valleroy,2375
2025-01-01T00:00:00.000,89115,Compigny,178
2025-01-01T00:00:00.000,45130,Dry,1408
2025-01-01T00:00:00.000,65014,Antichan,41
2025-01-01T00:00:00.000,11012,Argeliers,2124
2025-01-01T00:00:00.000,03031,Bizeneuille,296
2025-01-01T00:00:00.000,62189,Bus,132
2025-01-01T00:00:00.000,62430,Hénu,147
2025-01-01T00:00:00.000,11013,Argens-Minervois,395
2025-01-01T00:00:00.000,62037,Anzin-Saint-Aubin,2833
2025-01-01T00:00:00.000,89144,Domats,779
2025-01-01T00:00:00.000,47226,Roumagne,539
2025-01-01T00:00:00.000,31384,Montlaur,1791
2025-01-01T00:00:00.000,76563,Saint-Aubin-Routot,1972
2025-01-01T00:00:00.000,09326,Vèbre,113
2025-01-01T00:00:00.000,46296,Saint-Vincent-Rive-d'Olt,442
2025-01-01T00:00:00.000,38323,Pressins,1194
2025-01-01T00:00:00.000,89141,Dissangis,119
2025-01-01T00:00:00.000,17270,Ozillac,613
2025-01-01T00:00:00.000,71369,Remigny,404
2025-01-01T00:00:00.000,65102,Bouilh-Devant,23
2025-01-01T00:00:00.000,23130,Méasnes,522
2025-01-01T00:00:00.000,33315,Les Peintures,1620
2025-01-01T00:00:00.000,12175,Ols-et-Rinhodes,158
2025-01-01T00:00:00.000,13004,Arles,51811
2025-01-01T00:00:00.000,57225,Fonteny,143
2025-01-01T00:00:00.000,78152,Chavenay,1723
2025-01-01T00:00:00.000,80665,Regnière-Écluse,139
2025-01-01T00:00:00.000,48111,Pelouse,231
2025-01-01T00:00:00.000,04127,Montfort,343
2025-01-01T00:00:00.000,54363,Mercy-le-Haut,276
2025-01-01T00:00:00.000,17151,L'Éguille,910
2025-01-01T00:00:00.000,28337,Saint-Georges-sur-Eure,2797
2025-01-01T00:00:00.000,87157,Saint-Laurent-les-Églises,865
2025-01-01T00:00:00.000,79340,Vausseroux,334
2025-01-01T00:00:00.000,03007,Arpheuilles-Saint-Priest,383
2025-01-01T00:00:00.000,59584,Taisnières-sur-Hon,963
2025-01-01T00:00:00.000,15058,Cros-de-Ronesque,145
2025-01-01T00:00:00.000,51338,Mailly-Champagne,617
2025-01-01T00:00:00.000,50419,Quettreville-sur-Sienne,3167
2025-01-01T00:00:00.000,12032,Boussac,611
2025-01-01T00:00:00.000,21516,Quincerot,77
2025-01-01T00:00:00.000,62453,Hézecques,127
2025-01-01T00:00:00.000,30070,Carsan,768
2025-01-01T00:00:00.000,18287,Vinon,302
2025-01-01T00:00:00.000,16167,Jarnac,4486
2025-01-01T00:00:00.000,21011,Ampilly-les-Bordes,79
2025-01-01T00:00:00.000,34273,Saint-Martin-de-l'Arçon,101
2025-01-01T00:00:00.000,82095,Lavaurette,214
2025-01-01T00:00:00.000,47130,Lagruère,351
2025-01-01T00:00:00.000,26356,Truinas,145
2025-01-01T00:00:00.000,88117,Courcelles-sous-Châtenois,74
2025-01-01T00:00:00.000,97132,Trois-Rivières,7415
2025-01-01T00:00:00.000,02052,Bassoles-Aulers,131
2025-01-01T00:00:00.000,91473,Orveau,141
2025-01-01T00:00:00.000,11123,Duilhac-sous-Peyrepertuse,140
2025-01-01T00:00:00.000,85049,Champagné-les-Marais,1824
2025-01-01T00:00:00.000,64135,Bonnut,777
2025-01-01T00:00:00.000,02305,Fère-en-Tardenois,2836
2025-01-01T00:00:00.000,04231,Valernes,245
2025-01-01T00:00:00.000,89030,Bazarnes,422
2025-01-01T00:00:00.000,03059,Chareil-Cintrat,388
2025-01-01T00:00:00.000,11065,Camps-sur-l'Agly,66
2025-01-01T00:00:00.000,05145,Saint-Jean-Saint-Nicolas,1110
2025-01-01T00:00:00.000,80529,Mérélessart,183
2025-01-01T00:00:00.000,24140,Cours-de-Pile,1585
2025-01-01T00:00:00.000,16303,Saint-Bonnet,409
2025-01-01T00:00:00.000,59508,Roncq,14075
2025-01-01T00:00:00.000,65037,Artiguemy,87
2025-01-01T00:00:00.000,25546,Silley-Bléfond,54
2025-01-01T00:00:00.000,64355,Louvigny,139
2025-01-01T00:00:00.000,70140,Châteney,60
2025-01-01T00:00:00.000,32240,Mascaras,56
2025-01-01T00:00:00.000,38298,Le Péage-de-Roussillon,6718
2025-01-01T00:00:00.000,08393,Saint-Pierre-à-Arnes,65
2025-01-01T00:00:00.000,10066,Bucey-en-Othe,430
2025-01-01T00:00:00.000,57178,Diffembach-lès-Hellimer,359
2025-01-01T00:00:00.000,12133,Luc-la-Primaube,6046
2025-01-01T00:00:00.000,17293,Puyravault,747
2025-01-01T00:00:00.000,38193,L'Isle-d'Abeau,17515
2025-01-01T00:00:00.000,55434,Rigny-Saint-Martin,50
2025-01-01T00:00:00.000,31266,Lahage,212
2025-01-01T00:00:00.000,80282,Érondelle,504
2025-01-01T00:00:00.000,31433,Portet-sur-Garonne,9782
2025-01-01T00:00:00.000,95459,Nucourt,719
2025-01-01T00:00:00.000,35350,Vergéal,806
2025-01-01T00:00:00.000,50002,Agneaux,4286
2025-01-01T00:00:00.000,08457,Tournes,1055
2025-01-01T00:00:00.000,79111,Ensigné,288
2025-01-01T00:00:00.000,95563,Saint-Leu-la-Forêt,16138
2025-01-01T00:00:00.000,27436,Nogent-le-Sec,423
2025-01-01T00:00:00.000,03038,Bransat,530
2025-01-01T00:00:00.000,62628,Noyelles-sous-Lens,6854
2025-01-01T00:00:00.000,54147,Crion,112
2025-01-01T00:00:00.000,07329,Valgorge,412
2025-01-01T00:00:00.000,45051,Bray-Saint-Aignan,1803
2025-01-01T00:00:00.000,39475,Saint-Amour,2349
2025-01-01T00:00:00.000,61183,Gâprée,142
2025-01-01T00:00:00.000,47305,Tayrac,381
2025-01-01T00:00:00.000,97205,Case-Pilote,4537
2025-01-01T00:00:00.000,10159,Fralignes,101
2025-01-01T00:00:00.000,2B012,Altiani,53
2025-01-01T00:00:00.000,84008,Le Barroux,662
2025-01-01T00:00:00.000,54437,Pulligny,1155
2025-01-01T00:00:00.000,27670,Vandrimare,969
2025-01-01T00:00:00.000,65116,Cadéac,309
2025-01-01T00:00:00.000,27235,Faverolles-la-Campagne,152
2025-01-01T00:00:00.000,07064,Le Cheylard,2803
2025-01-01T00:00:00.000,40309,Souprosse,1184
2025-01-01T00:00:00.000,18269,Vailly-sur-Sauldre,649
2025-01-01T00:00:00.000,85094,Foussais-Payré,1168
2025-01-01T00:00:00.000,08098,Champigneulle,53
2025-01-01T00:00:00.000,45230,Noyers,755
2025-01-01T00:00:00.000,37220,Saint-Germain-sur-Vienne,360
2025-01-01T00:00:00.000,64018,Amendeuix-Oneix,472
2025-01-01T00:00:00.000,72151,Juigné-sur-Sarthe,1141
2025-01-01T00:00:00.000,56130,Merlevenez,3174
2025-01-01T00:00:00.000,97231,Les Trois-Îlets,6507
2025-01-01T00:00:00.000,17482,Vouhé,674
2025-01-01T00:00:00.000,04191,Saint-Martin-lès-Seyne,7
2025-01-01T00:00:00.000,48166,Cans et Cévennes,282
2025-01-01T00:00:00.000,22250,Pontrieux,1002
2025-01-01T00:00:00.000,89195,Gron,1288
2025-01-01T00:00:00.000,11001,Aigues-Vives,532
2025-01-01T00:00:00.000,29284,Treffiagat,2429
2025-01-01T00:00:00.000,79337,Le Vanneau-Irleau,860
2025-01-01T00:00:00.000,18245,Saulzais-le-Potier,472
2025-01-01T00:00:00.000,49358,Turquant,566
2025-01-01T00:00:00.000,26276,Roche-Saint-Secret-Béconne,482
2025-01-01T00:00:00.000,25213,Les Écorces,777
2025-01-01T00:00:00.000,25307,Les Hôpitaux-Neufs,967
2025-01-01T00:00:00.000,02402,Lanchy,38
2025-01-01T00:00:00.000,73263,Saint-Offenge,1179
2025-01-01T00:00:00.000,23120,Malleret-Boussac,175
2025-01-01T00:00:00.000,89005,Ancy-le-Franc,834
2025-01-01T00:00:00.000,59218,Étrœungt,1233
2025-01-01T00:00:00.000,62183,Buire-le-Sec,753
2025-01-01T00:00:00.000,97222,Le Robert,21553
2025-01-01T00:00:00.000,02158,Chamouille,272
2025-01-01T00:00:00.000,80011,Ailly-sur-Somme,3003
2025-01-01T00:00:00.000,60273,Giraumont,518
2025-01-01T00:00:00.000,15060,Deux-Verges,55
2025-01-01T00:00:00.000,15117,Marcolès,600
2025-01-01T00:00:00.000,55185,Èvres,90
2025-01-01T00:00:00.000,57680,Troisfontaines,1267
2025-01-01T00:00:00.000,68066,Colmar,66970
2025-01-01T00:00:00.000,72378,Vion,1366
2025-01-01T00:00:00.000,65204,Gonez,26
2025-01-01T00:00:00.000,14712,Troarn,3439
2025-01-01T00:00:00.000,35062,La Chapelle-Fleurigné,2451
2025-01-01T00:00:00.000,79164,Maisonnay,252
2025-01-01T00:00:00.000,73283,Saint-Vital,767
2025-01-01T00:00:00.000,47211,Poudenas,196
2025-01-01T00:00:00.000,95210,Enghien-les-Bains,11432
2025-01-01T00:00:00.000,14365,Lion-sur-Mer,2486
2025-01-01T00:00:00.000,26330,Saint-Sorlin-en-Valloire,2251
2025-01-01T00:00:00.000,62747,Saint-Floris,618
2025-01-01T00:00:00.000,86015,Availles-Limouzine,1312
2025-01-01T00:00:00.000,24150,Daglan,570
2025-01-01T00:00:00.000,61292,Montsecret-Clairefougère,667
2025-01-01T00:00:00.000,31496,Sainte-Livrade,255
2025-01-01T00:00:00.000,71291,Melay,967
2025-01-01T00:00:00.000,55395,Osches,60
2025-01-01T00:00:00.000,30096,Cornillon,897
2025-01-01T00:00:00.000,91204,Écharcon,708
2025-01-01T00:00:00.000,2A131,Guagno,145
2025-01-01T00:00:00.000,57624,Sainte-Ruffine,623
2025-01-01T00:00:00.000,26335,Salles-sous-Bois,222
2025-01-01T00:00:00.000,28144,Les Étilleux,204
2025-01-01T00:00:00.000,51097,Bussy-le-Château,176
2025-01-01T00:00:00.000,25179,Le Crouzet,51
2025-01-01T00:00:00.000,18215,Saint-Hilaire-de-Gondilly,134
2025-01-01T00:00:00.000,52540,Vitry-en-Montagne,33
2025-01-01T00:00:00.000,57470,Molring,12
2025-01-01T00:00:00.000,08076,Boulzicourt,966
2025-01-01T00:00:00.000,46336,Vire-sur-Lot,348
2025-01-01T00:00:00.000,83134,Taradeau,1945
2025-01-01T00:00:00.000,36204,Saint-Michel-en-Brenne,313
2025-01-01T00:00:00.000,16037,Bellon,145
2025-01-01T00:00:00.000,32111,Courties,46
2025-01-01T00:00:00.000,01291,Perrex,869
2025-01-01T00:00:00.000,38366,Saint-Baudille-et-Pipet,256
2025-01-01T00:00:00.000,78620,Toussus-le-Noble,1172
2025-01-01T00:00:00.000,04240,Villars-Colmars,257
2025-01-01T00:00:00.000,61149,Échalou,319
2025-01-01T00:00:00.000,27125,Calleville,665
2025-01-01T00:00:00.000,32008,Armentieux,73
2025-01-01T00:00:00.000,45162,Guigneville,540
2025-01-01T00:00:00.000,71152,Cressy-sur-Somme,175
2025-01-01T00:00:00.000,42174,Poncins,1318
2025-01-01T00:00:00.000,83111,Sainte-Anastasie-sur-Issole,2165
2025-01-01T00:00:00.000,41181,Pouillé,774
2025-01-01T00:00:00.000,91106,Breux-Jouy,1285
2025-01-01T00:00:00.000,02788,Versigny,470
2025-01-01T00:00:00.000,54552,Vaudémont,70
2025-01-01T00:00:00.000,40065,Capbreton,9184
2025-01-01T00:00:00.000,05154,Saint-Pierre-d'Argençon,150
2025-01-01T00:00:00.000,27280,Gauciel,1117
2025-01-01T00:00:00.000,80430,Herbécourt,178
2025-01-01T00:00:00.000,03206,La Petite-Marche,167
2025-01-01T00:00:00.000,86292,Villiers,982
2025-01-01T00:00:00.000,02296,Étreillers,1157
2025-01-01T00:00:00.000,78158,Le Chesnay-Rocquencourt,30689
2025-01-01T00:00:00.000,60491,Pierrefonds,1877
2025-01-01T00:00:00.000,12097,Espeyrac,247
2025-01-01T00:00:00.000,58108,Empury,72
2025-01-01T00:00:00.000,54380,Mont-le-Vignoble,421
2025-01-01T00:00:00.000,07154,Mazan-l'Abbaye,120
2025-01-01T00:00:00.000,61439,Saint-Ouen-le-Brisoult,128
2025-01-01T00:00:00.000,71526,Solutré-Pouilly,331
2025-01-01T00:00:00.000,91425,Montlhéry,9772
2025-01-01T00:00:00.000,88513,Vincey,2053
2025-01-01T00:00:00.000,01236,Marsonnas,1039
2025-01-01T00:00:00.000,14228,Douvres-la-Délivrande,5143
2025-01-01T00:00:00.000,02219,Coucy-la-Ville,194
2025-01-01T00:00:00.000,60520,Le Quesnel-Aubry,217
2025-01-01T00:00:00.000,54595,Xermaménil,539
2025-01-01T00:00:00.000,86214,Saint-Benoît,7375
2025-01-01T00:00:00.000,54018,Anoux,270
2025-01-01T00:00:00.000,57019,Amnéville,10875
2025-01-01T00:00:00.000,09321,Ussat,307
2025-01-01T00:00:00.000,79300,Sainte-Verge,1404
2025-01-01T00:00:00.000,71267,Lugny,845
2025-01-01T00:00:00.000,93039,L'Île-Saint-Denis,8696
2025-01-01T00:00:00.000,12168,Nant,1026
2025-01-01T00:00:00.000,48015,Pied-de-Borne,208
2025-01-01T00:00:00.000,25505,Rougemont,1051
2025-01-01T00:00:00.000,67330,Niederrœdern,886
2025-01-01T00:00:00.000,68006,Bernwiller,1205
2025-01-01T00:00:00.000,59577,Staple,756
2025-01-01T00:00:00.000,54462,Rosières-aux-Salines,2810
2025-01-01T00:00:00.000,60138,Chamant,1043
2025-01-01T00:00:00.000,56057,Le Faouët,2814
2025-01-01T00:00:00.000,57538,Pettoncourt,296
2025-01-01T00:00:00.000,85182,Pouzauges,5668
2025-01-01T00:00:00.000,02005,Aguilcourt,417
2025-01-01T00:00:00.000,93031,Épinay-sur-Seine,52833
2025-01-01T00:00:00.000,03010,Audes,402
2025-01-01T00:00:00.000,08502,Yoncq,80
2025-01-01T00:00:00.000,57277,Guinkirchen,141
2025-01-01T00:00:00.000,38451,Saint-Romain-de-Jalionas,3417
2025-01-01T00:00:00.000,55154,Dieue-sur-Meuse,1442
2025-01-01T00:00:00.000,29047,Le Drennec,1896
2025-01-01T00:00:00.000,55398,Pagny-sur-Meuse,1036
2025-01-01T00:00:00.000,91275,Gometz-le-Châtel,2630
2025-01-01T00:00:00.000,48059,La Fage-Saint-Julien,303
2025-01-01T00:00:00.000,89402,Soumaintrain,211
2025-01-01T00:00:00.000,85100,Givrand,2205
2025-01-01T00:00:00.000,71115,Châtel-Moron,83
2025-01-01T00:00:00.000,88470,Le Tholy,1489
2025-01-01T00:00:00.000,32159,L'Isle-de-Noé,529
2025-01-01T00:00:00.000,46101,Felzins,464
2025-01-01T00:00:00.000,60371,Loueuse,151
2025-01-01T00:00:00.000,44058,Fercé,517
2025-01-01T00:00:00.000,01189,Injoux-Génissiat,1115
2025-01-01T00:00:00.000,27014,Amfreville-sur-Iton,887
2025-01-01T00:00:00.000,89164,Festigny,92
2025-01-01T00:00:00.000,29197,Plouhinec,3919
2025-01-01T00:00:00.000,76178,Cléon,4795
2025-01-01T00:00:00.000,66047,Caudiès-de-Conflent,23
2025-01-01T00:00:00.000,89202,Irancy,247
2025-01-01T00:00:00.000,79172,Mazières-en-Gâtine,1047
2025-01-01T00:00:00.000,66088,Ille-sur-Têt,5556
2025-01-01T00:00:00.000,21646,Trouhaut,131
2025-01-01T00:00:00.000,42091,Estivareilles,721
2025-01-01T00:00:00.000,46222,Pomarède,189
2025-01-01T00:00:00.000,31222,Gouaux-de-Luchon,43
2025-01-01T00:00:00.000,57249,Glatigny,256
2025-01-01T00:00:00.000,08239,Juniville,1224
2025-01-01T00:00:00.000,50295,Maupertuis,145
2025-01-01T00:00:00.000,38089,Chassignieu,225
2025-01-01T00:00:00.000,39479,Saint-Cyr-Montmalin,245
2025-01-01T00:00:00.000,39029,Aumur,393
2025-01-01T00:00:00.000,47148,Leyritz-Moncassin,206
2025-01-01T00:00:00.000,13059,Meyrargues,3847
2025-01-01T00:00:00.000,67259,Langensoultzbach,904
2025-01-01T00:00:00.000,52114,Châteauvillain,1482
2025-01-01T00:00:00.000,81200,Palleville,451
2025-01-01T00:00:00.000,33131,Coirac,219
2025-01-01T00:00:00.000,01444,Villebois,1206
2025-01-01T00:00:00.000,81032,Blan,1093
2025-01-01T00:00:00.000,62762,Saint-Michel-sous-Bois,131
2025-01-01T00:00:00.000,95241,Fontenay-en-Parisis,2219
2025-01-01T00:00:00.000,52526,Villars-Santenoge,82
2025-01-01T00:00:00.000,55534,Vaudeville-le-Haut,46
2025-01-01T00:00:00.000,17416,Saleignes,56
2025-01-01T00:00:00.000,21567,Saint-Prix-lès-Arnay,203
2025-01-01T00:00:00.000,43162,Retournac,3007
2025-01-01T00:00:00.000,88301,Ménil-sur-Belvitte,288
2025-01-01T00:00:00.000,31078,Boudrac,148
2025-01-01T00:00:00.000,08388,Saint-Marceau,357
2025-01-01T00:00:00.000,73298,Tours-en-Savoie,945
2025-01-01T00:00:00.000,65175,Ferrère,38
2025-01-01T00:00:00.000,72015,Les Aulneaux,111
2025-01-01T00:00:00.000,76608,Sainte-Marguerite-sur-Duclair,2020
2025-01-01T00:00:00.000,16392,Valence,192
2025-01-01T00:00:00.000,28183,Gommerville,663
2025-01-01T00:00:00.000,80114,Bosquel,349
2025-01-01T00:00:00.000,51605,Venteuil,462
2025-01-01T00:00:00.000,18152,Montlouis,111
2025-01-01T00:00:00.000,68099,Frœningen,881
2025-01-01T00:00:00.000,62862,Vincly,146
2025-01-01T00:00:00.000,33308,Omet,280
2025-01-01T00:00:00.000,42236,Saint-Hilaire-sous-Charlieu,548
2025-01-01T00:00:00.000,09133,Génat,24
2025-01-01T00:00:00.000,50411,Ponts,708
2025-01-01T00:00:00.000,44156,Corcoué-sur-Logne,3265
2025-01-01T00:00:00.000,14348,Juvigny-sur-Seulles,77
2025-01-01T00:00:00.000,64175,Castet,136
2025-01-01T00:00:00.000,47124,Lacaussade,210
2025-01-01T00:00:00.000,10020,Avant-lès-Marcilly,509
2025-01-01T00:00:00.000,10231,Le Mériot,611
2025-01-01T00:00:00.000,35199,Moussé,293
2025-01-01T00:00:00.000,80402,Guizancourt,113
2025-01-01T00:00:00.000,51412,Ognes,59
2025-01-01T00:00:00.000,38285,Ornon,143
2025-01-01T00:00:00.000,83110,Rougiers,1697
2025-01-01T00:00:00.000,25573,Urtière,15
2025-01-01T00:00:00.000,86265,Sossais,409
2025-01-01T00:00:00.000,70203,La Demie,161
2025-01-01T00:00:00.000,22025,Callac,2312
2025-01-01T00:00:00.000,07145,Lussas,1145
2025-01-01T00:00:00.000,74255,Sales,2325
2025-01-01T00:00:00.000,91207,Égly,7166
2025-01-01T00:00:00.000,62464,Hulluch,3371
2025-01-01T00:00:00.000,26162,Lens-Lestang,884
2025-01-01T00:00:00.000,50615,Valognes,6969
2025-01-01T00:00:00.000,71471,Saint-Privé,100
2025-01-01T00:00:00.000,81186,Moularès,257
2025-01-01T00:00:00.000,09138,L'Herm,186
2025-01-01T00:00:00.000,46073,Concots,420
2025-01-01T00:00:00.000,28172,Gas,718
2025-01-01T00:00:00.000,21337,Lamarche-sur-Saône,1382
2025-01-01T00:00:00.000,02255,Cys-la-Commune,161
2025-01-01T00:00:00.000,46061,Cassagnes,172
2025-01-01T00:00:00.000,49130,Écuillé,655
2025-01-01T00:00:00.000,38015,Artas,1799
2025-01-01T00:00:00.000,17289,Préguillac,444
2025-01-01T00:00:00.000,35284,Saint-Jouan-des-Guérets,2847
2025-01-01T00:00:00.000,63081,Champétières,282
2025-01-01T00:00:00.000,54211,Frémonville,211
2025-01-01T00:00:00.000,36187,Saint-Civran,137
2025-01-01T00:00:00.000,15192,Saint-Jacques-des-Blats,305
2025-01-01T00:00:00.000,76538,Rosay,258
2025-01-01T00:00:00.000,08025,Attigny,1094
2025-01-01T00:00:00.000,25283,Goux-sous-Landet,61
2025-01-01T00:00:00.000,97409,Saint-André,58885
2025-01-01T00:00:00.000,58132,Guipy,222
2025-01-01T00:00:00.000,84104,Sablet,1436
2025-01-01T00:00:00.000,11249,Montjardin,93
2025-01-01T00:00:00.000,91191,Crosne,9610
2025-01-01T00:00:00.000,70251,Francourt,100
2025-01-01T00:00:00.000,32230,Mansencôme,45
2025-01-01T00:00:00.000,31411,Pechbusque,975
2025-01-01T00:00:00.000,27589,Saint-Pierre-de-Bailleul,973
2025-01-01T00:00:00.000,67051,Blienschwiller,300
2025-01-01T00:00:00.000,70579,Vyans-le-Val,420
2025-01-01T00:00:00.000,64423,Oraàs,184
2025-01-01T00:00:00.000,24050,Borrèze,354
2025-01-01T00:00:00.000,28156,Fontaine-Simon,888
2025-01-01T00:00:00.000,59012,Anor,3099
2025-01-01T00:00:00.000,27518,Saint-Aubin-sur-Quillebeuf,749
2025-01-01T00:00:00.000,21422,Molphey,132
2025-01-01T00:00:00.000,79281,Saint-Maxire,1319
2025-01-01T00:00:00.000,02425,Leuze,190
2025-01-01T00:00:00.000,76609,Sainte-Marie-au-Bosc,350
2025-01-01T00:00:00.000,23258,Vareilles,331
2025-01-01T00:00:00.000,86209,Roches-Prémarie-Andillé,2191
2025-01-01T00:00:00.000,46004,Anglars,218
2025-01-01T00:00:00.000,72022,Le Bailleul,1217
2025-01-01T00:00:00.000,57767,Stuckange,1515
2025-01-01T00:00:00.000,35224,Plerguer,2895
2025-01-01T00:00:00.000,76315,Grainville-la-Teinturière,1048
2025-01-01T00:00:00.000,38159,Eydoche,543
2025-01-01T00:00:00.000,51240,Étrepy,112
2025-01-01T00:00:00.000,14282,Foulognes,220
2025-01-01T00:00:00.000,17478,Vinax,68
2025-01-01T00:00:00.000,58174,Montenoison,129
2025-01-01T00:00:00.000,50647,Yquelon,1240
2025-01-01T00:00:00.000,66093,Laroque-des-Albères,2256
2025-01-01T00:00:00.000,93074,Vaujours,8007
2025-01-01T00:00:00.000,59657,West-Cappel,644
2025-01-01T00:00:00.000,14622,Saint-Martin-de-Blagny,118
2025-01-01T00:00:00.000,38297,Arandon-Passins,1864
2025-01-01T00:00:00.000,54498,Seichamps,5165
2025-01-01T00:00:00.000,91589,Savigny-sur-Orge,37601
2025-01-01T00:00:00.000,17084,Champagnolles,687
2025-01-01T00:00:00.000,53180,Pommerieux,667
2025-01-01T00:00:00.000,04086,Faucon-de-Barcelonnette,295
2025-01-01T00:00:00.000,62487,Landrethun-le-Nord,1242
2025-01-01T00:00:00.000,77001,Achères-la-Forêt,1191
2025-01-01T00:00:00.000,58223,Rouy,628
2025-01-01T00:00:00.000,73326,Vimines,2372
2025-01-01T00:00:00.000,70578,Vregille,178
2025-01-01T00:00:00.000,61507,Villiers-sous-Mortagne,235
2025-01-01T00:00:00.000,52528,Ville-en-Blaisois,149
